This file lists the contents of the xreal.pk3 and it shows information about each file.
Here you can see which files are from id Software that need to be replaced.


LICENSE
=======

Creative Commons Attribution-NonCommercial-ShareAlike 2.5
---------------------------------------------------------
abbr.: CC BY-NC-SA 2.5
http://creativecommons.org/licenses/by-nc-sa/2.5/


Creative Commons Attribution-NonCommercial-NoDerivs 2.5
-------------------------------------------------------
abbr.: CC BY-NC-ND 2.5
http://creativecommons.org/licenses/by-nc-nd/2.5/


FILE											ARTIST						LICENSE					SOURCE
gfx/misc/sun.jpg								id Software					EULA					q3demo
gfx/misc/teleportEffect2.jpg					Randall "Ravenant" P.		custom					http://www.planetquake.com/crypt
gfx/misc/teleportEffect.tga						id Software					EULA					q3test-1.05
gfx/misc/tracer.tga								id Software					EULA					q3test-1.03
icons/ammo_proxmine.tga							id Software					EULA					tademo
icons/ammo_regen.tga							id Software					EULA					tademo
icons/doubler.tga								id Software					EULA					tademo
icons/envirosuit.tga							id Software					EULA					q3demo
icons/flight.tga								id Software					EULA					q3demo
icons/guard.tga									id Software					EULA					tademo
icons/haste.tga									id Software					EULA					q3demo
icons/icona_bfg.tga								id Software					EULA					q3demo
icons/icona_grenade.tga							id Software					EULA					q3demo
icons/icona_lightning.tga						id Software					EULA					q3demo
icons/icona_machinegun.tga						id Software					EULA					q3demo
icons/icona_plasma.tga							id Software					EULA					q3test-1.05
icons/icona_railgun.tga							id Software					EULA					q3demo
icons/icona_rocket.tga							id Software					EULA					q3demo
icons/icona_shotgun.tga							id Software					EULA					q3demo
icons/iconf_blu1.tga							id Software					EULA					tademo
icons/iconf_blu2.tga							id Software					EULA					tademo
icons/iconf_blu3.tga							id Software					EULA					tademo
icons/iconf_neutral1.tga						id Software					EULA					tademo
icons/iconf_neutral3.tga						id Software					EULA					tademo
icons/iconf_red1.tga							id Software					EULA					tademo
icons/iconf_red2.tga							id Software					EULA					tademo
icons/iconf_red3.tga							id Software					EULA					tademo
icons/iconh_borb.tga							id Software					EULA					tademo
icons/iconh_green.tga							id Software					EULA					tademo
icons/iconh_mega.tga							id Software					EULA					tademo
icons/iconh_red.tga								id Software					EULA					q3demo
icons/iconh_rorb.tga							id Software					EULA					tademo
icons/iconh_yellow.tga							id Software					EULA					q3demo
icons/iconr_red.tga								id Software					EULA					q3demo
icons/iconr_shard.tga							id Software					EULA					q3demo
icons/iconr_yellow.tga							id Software					EULA					q3demo
icons/iconw_bfg.tga								id Software					EULA					q3demo
icons/iconw_gauntlet.tga						id Software					EULA					q3demo
icons/iconw_grapple.tga							id Software					EULA					q3demo
icons/iconw_grenade.tga							id Software					EULA					q3demo
icons/iconw_lightning.tga						id Software					EULA					q3demo
icons/iconw_machinegun.tga						id Software					EULA					q3demo
icons/iconw_plasma.tga							id Software					EULA					q3test-1.05
icons/iconw_railgun.tga							id Software					EULA					q3demo
icons/iconw_rocket.tga							id Software					EULA					q3demo
icons/iconw_shotgun.tga							id Software					EULA					q3demo
icons/invis.tga									id Software					EULA					q3demo
icons/invulnerability.tga						id Software					EULA					tademo
icons/kamikaze.tga								id Software					EULA					tademo
icons/medkit.tga								id Software					EULA					q3demo
icons/noammo.tga								id Software					EULA					q3demo
icons/proxmine.tga								id Software					EULA					tademo
icons/quad.tga									id Software					EULA					q3test-1.07
icons/regen.tga									id Software					EULA					q3demo
icons/scout.tga									id Software					EULA					tademo
icons/skull_blue.tga							id Software					EULA					tademo
icons/skull_red.tga								id Software					EULA					tademo
icons/teleporter.tga							id Software					EULA					q3demo
lights/baronflash.tga							id Software					EULA					d3demo
lights/biground1.tga							id Software					EULA					d3demo
lights/blamplight_cv.tga						id Software					EULA					d3demo
lights/blur_cv.tga								id Software					EULA					d3demo
lights/cloudscroll2.tga							id Software					EULA					d3demo
lights/desertlight.tga							id Software					EULA					d3demo
lights/dropship.tga								id Software					EULA					d3demo
lights/duolight02grey.tga						id Software					EULA					d3demo
lights/falloff_exp2.tga							id Software					EULA					d3demo
lights/fanblade3.tga							id Software					EULA					d3demo
lights/flashlight2.tga							id Software					EULA					d3demo
lights/flashlight5.tga							id Software					EULA					d3demo
lights/flashoff.tga								id Software					EULA					d3demo
lights/floorvent01x_cv.tga						id Software					EULA					d3demo
lights/floorvent01x.tga							id Software					EULA					d3demo
lights/grate5.tga								id Software					EULA					d3demo
lights/grate6.tga								id Software					EULA					d3demo
lights/grate7.tga								id Software					EULA					d3demo
lights/grate8sqr.tga							id Software					EULA					d3demo
lights/grate8.tga								id Software					EULA					d3demo
lights/headlights.tga							id Software					EULA					d3demo
lights/impflash.tga								id Software					EULA					d3demo
lights/lightgratelight2.tga						id Software					EULA					d3demo
lights/newalphagrate1.tga						id Software					EULA					d3demo
lights/newalphagrate3b.tga						id Software					EULA					d3demo
lights/newalphagrate3.tga						id Software					EULA					d3demo
lights/rotate3.tga								id Software					EULA					d3demo
lights/roundfire.tga							id Software					EULA					d3demo
lights/round.tga								id Software					EULA					d3demo
lights/spot01.tga								id Software					EULA					d3demo
lights/squareblast.tga							id Software					EULA					d3demo
lights/squareishlight.tga						id Software					EULA					d3demo
lights/squarelight1a.tga						id Software					EULA					d3demo
lights/squarelight1b.tga						id Software					EULA					d3demo
lights/squarelight1.tga							id Software					EULA					d3demo
lights/squarelight.tga							id Software					EULA					d3demo
lights/triangle1.tga							id Software					EULA					d3demo
lights/vivlight.tga								id Software					EULA					d3demo
lights/xfalloff.tga								id Software					EULA					d3demo
menu/art/accept_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/accept_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/addbotframe.tga						Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/arrows_horz_0.tga						id Software					EULA					q3demo
menu/art/arrows_horz_left.tga					id Software					EULA					q3demo
menu/art/arrows_horz_right.tga					id Software					EULA					q3demo
menu/art/arrows_vert_0.tga						id Software					EULA					q3demo
menu/art/arrows_vert_bot.tga					id Software					EULA					q3demo
menu/art/arrows_vert_top.tga					id Software					EULA					q3demo
menu/art/back_0.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/back_1.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/background.jpg							unknown						unknown
menu/art/create_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/create_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/cursor_01.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_02.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_03.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_04.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_05.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_06.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_07.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_08.tga							Ion Storm					EULA					dkdemo
menu/art/cursor_09.tga							Ion Storm					EULA					dkdemo
menu/art/cut_frame.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/delete_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/delete_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/fight_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/fight_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/font1_prop_glo.tga						Wakey						GPL						q2k5
menu/art/font1_prop.tga							Wakey						GPL						q2k5
menu/art/font2_prop.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/frame1_r.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/frame2_l.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/fx_base.tga							id Software					EULA					q3demo
menu/art/fx_blue.tga							id Software					EULA					q3demo
menu/art/fx_cyan.tga							id Software					EULA					q3demo
menu/art/fx_grn.tga								id Software					EULA					q3demo
menu/art/fx_red.tga								id Software					EULA					q3demo
menu/art/fx_teal.tga							id Software					EULA					q3demo
menu/art/fx_white.tga							id Software					EULA					q3demo
menu/art/fx_yel.tga								id Software					EULA					q3demo
menu/art/gs_arrows_0.tga						id Software					EULA					q3demo
menu/art/gs_arrows_l.tga						id Software					EULA					q3demo
menu/art/gs_arrows_r.tga						id Software					EULA					q3demo
menu/art/level_complete1.tga					id Software					EULA					q3demo
menu/art/level_complete2.tga					id Software					EULA					q3demo
menu/art/level_complete3.tga					id Software					EULA					q3demo
menu/art/level_complete4.tga					id Software					EULA					q3demo
menu/art/level_complete5.tga					id Software					EULA					q3demo
menu/art/load_0.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/load_1.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/maps_selected.tga						id Software					EULA					q3demo
menu/art/maps_select.tga						id Software					EULA					q3demo
menu/art/menu_0.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/menu_1.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/model_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/model_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/narrow_0.tga							id Software					EULA					q3demo
menu/art/narrow_1.tga							id Software					EULA					q3demo
menu/art/next_0.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/next_1.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/opponents_selected.tga					id Software					EULA					q3demo
menu/art/opponents_select.tga					id Software					EULA					q3demo
menu/art/pblogo.tga								id Software					EULA					q3demo
menu/art/play_0.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/play_1.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/player_models_ports.tga				id Software					EULA					q3demo
menu/art/refresh_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/refresh_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/replay_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/replay_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/reset_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/reset_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/save_0.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/save_1.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/skill1.tga								id Software					EULA					q3demo
menu/art/skill2.tga								id Software					EULA					q3demo
menu/art/skill3.tga								id Software					EULA					q3demo
menu/art/skill4.tga								id Software					EULA					q3demo
menu/art/skill5.tga								id Software					EULA					q3demo
menu/art/skirmish_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/skirmish_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/slider2.tga							id Software					EULA					q3demo
menu/art/sliderbutt_0.tga						id Software					EULA					q3demo
menu/art/sliderbutt_1.tga						id Software					EULA					q3demo
menu/art/specify_0.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/specify_1.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/switch_off.tga							Wakey						GPL						q2k5
menu/art/switch_on.tga							Wakey						GPL						q2k5
menu/art/unknownmap.jpg							id Software					EULA					q3demo
menu/art/xreal_chrome2.tga						Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/xreal_chrome.tga						Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/xreal_dark.tga							Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/xreal_highlight.tga					Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/xreal_redglow.tga						Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/art/xreal_shadow.tga						Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/medals/medal_accuracy.tga					id Software					EULA					q3demo
menu/medals/medal_assist.tga					id Software					EULA					tademo
menu/medals/medal_capture.tga					id Software					EULA					tademo
menu/medals/medal_defend.tga					id Software					EULA					tademo
menu/medals/medal_excellent.tga					id Software					EULA					q3demo
menu/medals/medal_frags.tga						id Software					EULA					tademo
menu/medals/medal_gauntlet.tga					id Software					EULA					q3demo
menu/medals/medal_impressive.tga				id Software					EULA					q3demo
menu/medals/medal_victory.tga					id Software					EULA					q3demo
menu/tab/name.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/tab/ping.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/tab/rating.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/tab/score.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
menu/tab/time.tga								Robert "Tr3B" Beckebans		CC BY-NC-SA 2.5
